code_commune;revenu_median;taux_pauvrete;nb_menages;nb_personnes
81064;19820;;466;1081
81065;19850;20;19217;40562
81066;20410;;134;295
81067;21100;;212;476
81068;22550;;66;169
81069;18700;;448;779
81070;22520;9;1139;2944
81072;16950;;44;105
81073;21270;;83;182
81074;23020;;665;1622
81075;20800;;189;477
81076;21980;;274;717
81077;17490;;198;383
81078;20110;;438;1054
81079;21280;;331;820
81081;19650;;552;1196
81082;15370;;48;105
81083;17970;;119;254
81084;20130;;276;640
81086;15260;;69;135
81087;21880;;132;326
81088;21280;;216;552
81089;20510;;65;145
81090;23930;;96;229
81092;22540;;386;961
81093;22590;;281;677
81096;20320;;186;418
81097;24420;;551;1377
81098;22610;;253;703
81099;19570;19;7113;14982
81100;21670;;157;363
81101;20750;;559;1341
81102;26310;;124;321
81103;20370;;58;123
81104;23440;;610;1557
81105;17780;23;5664;12573
81106;24720;;245;619
81108;19410;;77;175
81109;20900;;176;391
81110;17160;;45;101
81112;22590;;421;981
81114;22360;;220;515
81115;17480;;697;1367
81116;22330;11;793;2013
81117;21870;;303;734
81118;23760;;60;146
81119;19980;;198;476
81120;20180;14;2826;6410
81121;17230;;143;282
81124;20610;12;1089;2343
81125;16600;;147;290
81126;23970;;74;192
81127;21930;;52;107
81128;19880;;738;1633
81129;19990;;97;224
81130;21970;;820;1770
81131;23120;;889;2220
81132;20160;;377;872
81133;23130;;195;496
81136;21210;;84;151
81138;19680;;214;529
81139;21650;;713;1662
81140;21600;13;4989;10701
81141;19760;;60;156
81142;20300;;351;879
81143;21010;;273;730
81144;21810;9;1967;4522
81145;21160;13;2112;4739
81146;19010;;103;228
81147;21020;;454;1108
81149;22230;;170;433
81150;27560;;161;424
81151;23250;;54;133
81152;21720;;124;303
81156;22480;10;1498;3368
81157;21730;;115;312
81158;15640;;123;260
81159;23870;;146;429
81160;20290;;185;389
81161;18260;;49;109
81162;23900;;56;154
81163;18560;22;4643;8968
81164;23590;;215;527
81165;20770;;127;246
81168;19990;;498;1028
81170;20960;;556;1197
81171;21690;;596;1484
81173;25180;;112;315
81174;20120;;226;562
81175;20040;;157;385
81176;22450;;38;101
81177;22410;;172;481
81178;20610;;149;392
81179;23510;;116;282
81180;17500;;124;252
81181;22650;;73;177
81182;18840;;885;1980
81183;18490;;87;200
81185;22070;;101;245
81186;19320;;116;243
81187;19870;;81;214
81188;21560;;145;310
81189;23970;;52;124
81190;21330;;184;456
81191;19180;;107;229
81192;18210;;355;767
81193;20350;;164;325
81195;24940;;287;708
81196;20370;;390;885
81197;20360;;93;206
81198;22050;;132;322
81199;20360;;79;158
81200;21030;;190;449
81201;19790;;361;767
81202;22950;;372;1012
81203;17930;;210;461
81204;21370;10;968;2222
81205;21230;;72;183
81206;19310;;271;557
81208;23340;;208;575
81209;21390;10;1304;2926
81210;19990;;103;254
81211;21810;;193;483
81212;21610;;54;129
81214;24480;;45;109
81215;22080;;255;642
81216;20490;;86;209
81217;18760;;223;452
81218;25340;6;1474;3485
81219;20070;15;1447;3225
81220;22070;11;2535;5913
81221;16990;;87;193
81222;20240;16;1621;3384
81224;17030;;57;98
81225;21410;;465;1100
81227;19770;12;1021;2249
81228;24050;;179;476
81229;22460;;49;125
81230;21720;;322;733
81231;19380;;164;345
81232;22810;;250;599
81233;20330;;705;1625
81235;21880;;304;763
81236;24810;;109;310
81237;21110;;84;183
81238;19500;;694;1484
81239;20330;;415;835
81242;21480;;101;261
81243;18840;;54;115
81244;18120;19;987;2073
81245;15770;;53;103
81246;17550;;51;115
81247;17920;;87;211
81248;21180;;355;906
81249;20510;;363;863
81250;22820;;97;279
81251;20970;;348;916
81252;23540;;58;150
81253;21200;;182;447
81254;19000;;152;371
81255;26030;;183;519
81257;20140;15;3292;6759
81258;20040;;182;445
81259;20210;;98;219
81261;23560;;400;1088
81262;19530;;100;212
81263;17820;;168;348
81266;20440;;472;1054
81267;17850;;255;517
81269;19880;;259;498
81270;20620;;63;163
81271;23550;7;3779;9438
81272;19280;;95;210
81273;22210;10;1526;3606
81274;23450;;323;825
81275;19730;;84;170
81276;19330;;494;1127
81277;21060;;233;604
81278;18980;;77;174
81279;18570;;111;243
81280;18290;;117;235
81281;21060;11;868;2073
81283;20700;;448;1133
81284;21700;;868;1899
81285;19140;;162;357
81286;20620;;225;522
81287;21860;;100;273
81288;20250;15;1279;2788
81289;20110;13;1181;2632
81290;20580;;75;162
81291;21560;;194;479
81292;19690;;237;523
81293;21740;;135;352
81294;23210;;399;1082
81295;18750;;198;425
81297;24990;;532;1212
81298;25580;;190;500
81299;22760;;158;393
81303;19060;;174;321
81304;17800;;89;181
81305;18630;;373;736
81306;21310;;371;819
81307;20610;;348;849
81308;19270;;496;1117
81309;14920;;152;330
81310;22930;;51;147
81311;20820;;312;765
81312;20820;;374;886
81313;20630;;102;219
81314;18440;;245;491
81315;21510;;617;1443
81316;19190;;91;211
81317;19870;;535;1187
81318;19990;;65;148
81319;22050;;213;538
81320;19420;;72;154
81322;20280;;89;200
81323;22890;;148;345
81324;25480;;83;226
81325;22190;;828;2046
81326;23450;;159;403
82001;20570;;260;608
82002;20430;14;1402;3379
82003;21120;;88;230
82004;17620;;57;127
82005;23140;;578;1496
82007;21560;;61;143
82008;20750;;411;891
82010;20180;;94;228
82011;20800;;346;945
82012;19620;;206;551
82013;19370;19;1633;3498
82014;21990;;106;267
82015;20810;;55;140
82016;19680;;83;162
82017;23150;;533;1503
82018;21560;;466;1192
82019;20880;;295;711
82020;20610;;237;588
82021;20040;;88;193
82022;16790;;184;371
82023;20760;;371;913
82024;19300;;115;246
82025;22520;9;1510;3805
82026;20720;;328;618
82027;22050;;510;1438
82028;22180;;287;796
82029;21780;;107;228
82030;19950;;194;479
82031;19820;;441;1123
82032;18300;;238;554
82033;18880;20;5796;13369
82034;16420;;48;118
82035;20200;;143;341
82036;17870;;67;140
82037;18770;20;3275;6721
82038;19240;;679;1393
82039;20540;;219;577
82040;19730;;112;279
82041;18480;;107;216
82042;17360;;519;1182
82043;20930;;117;269
82044;22090;;712;1733
82045;21610;;137;346
82048;22060;;628;1665
82049;20960;;425;1052
82050;21340;;504;1201
82051;19760;;336;793
82052;21220;;394;1076
82053;21090;;108;275
82054;20300;;158;382
82055;19860;;107;264
82056;15560;;85;189
82057;23860;;235;663
82058;19800;;44;112
82059;21570;;122;295
82060;17510;;79;175
82061;17160;;84;158
82062;20300;;594;1532
82063;20130;;247;637
82064;20840;;52;115
82065;23470;;177;382
82066;22010;;245;648
82067;21880;;46;102
82068;20380;;83;217
82069;18160;;91;188
82072;21520;;385;948
82073;22010;;390;947
82074;21570;;64;120
82075;22710;11;1686;3922
82076;21300;;656;1611
82077;16850;;160;348
82078;18780;;50;108
82079;20220;17;1517;3747
82080;20160;;430;1144
82081;18920;;72;176
82082;20300;;95;206
82083;17420;;51;111
82084;18670;;84;178
82085;22050;;446;1181
82086;19780;;98;221
82087;20360;14;1224;2759
82088;19820;;300;538
82089;19160;;502;1088
82090;21910;;432;1069
82091;20860;;56;119
82092;19010;;104;259
82093;19900;;240;563
82094;18870;;648;1316
82095;19380;;89;211
82096;19540;16;1236;3098
82097;20300;;557;1214
82098;24290;;502;1284
82099;20660;;204;514
82100;17420;;59;123
82101;19160;;500;1198
82102;18300;;123;287
82103;22510;;44;102
82104;20440;;66;150
82105;20800;;515;1328
82106;18720;;68;147
82108;20820;;562;1419
82109;19210;;85;220
82110;20740;;436;1061
82111;18520;;139;301
82112;18110;26;5629;13064
82113;18560;;549;1196
82114;22240;;236;617
82115;19770;;752;1810
82116;16010;;81;188
82117;18350;;642;1264
82118;19640;;41;103
82119;20910;;272;642
82120;21490;;120;296
82121;20520;19;28163;61406
82122;17710;;73;158
82123;21220;;605;1470
82124;22060;9;1576;3920
82125;20940;12;2613;6310
82126;21400;;600;1389
82127;19370;;321;741
82128;17630;;43;109
82129;20020;;58;130
82130;21620;;73;141
82131;20210;;728;1527
82132;20150;;522;1156
82134;19920;16;2215;5351
82135;22020;;507;1299
82136;21060;;626;1703
82137;19340;;252;518
82138;20550;;62;153
82139;20700;;53;116
82140;21090;;177;435
82141;19190;;226;528
82142;24070;;599;1560
82144;20990;;287;721
82145;19020;;150;359
82147;19080;;163;300
82148;19060;;336;679
82149;19880;;805;1909
82150;22760;;351;896
82151;19720;;179;372
82152;19650;;180;422
82153;19270;;98;212
82154;21510;;98;211
82155;18800;;924;1809
82156;20440;;63;148
82157;20500;;44;104
82158;19530;;72;152
82159;21470;;230;579
82160;21550;;110;254
82161;21820;9;1623;3956
82162;20880;;106;259
82164;18960;;56;119
82165;20990;;199;488
82166;19240;;109;243
82167;23470;;720;1755
82168;18550;;150;319
82169;20180;15;993;2219
82170;18480;;248;544
82171;20490;;523;1336
82172;18310;;141;283
82173;18950;;480;1163
82174;19450;;116;269
82175;21590;;111;250
82176;21990;;335;872
82177;17890;;72;154
82178;22880;;308;828
82179;19360;17;1024;2152
82180;21200;;223;534
82181;21210;;85;210
82182;16450;;142;288
82183;17110;;102;233
82184;20100;;329;890
82185;18820;;99;206
82186;18980;20;2378;4762
82187;17190;;334;653
82188;22240;;238;609
82189;18300;;299;689
82190;21600;12;2137;4957
82191;17480;;173;355
82192;21040;;212;538
82193;20180;;64;133
82194;21660;;545;1314
82195;21440;;336;808
83001;27290;8;1105;2732
83002;17480;;114;207
83003;21850;;408;832
83004;21050;18;3291;7345
83005;20990;;149;282
83006;22720;;95;267
83007;19530;21;1053;2083
83008;23060;14;1212;2730
83009;24550;13;5417;9908
83010;16200;;56;121
83011;19070;;628;1265
83012;19080;18;1415;2926
83013;20490;;89;172
83014;20280;;90;165
83015;18760;;142;277
83016;24050;11;4076;9158
83017;23730;11;989;2275
83018;21640;14;1277;2997
83019;22830;14;4022;8076
83021;21160;16;1109;2683
83023;18900;23;7532;17022
83025;22900;;591;1415
83026;20440;;805;1896
83027;27810;10;2296;5227
83028;21330;;829;1784
83029;24600;13;1474;3575
83030;21520;;818;1901
83031;21870;13;1720;3900
83032;20150;19;1549;3229
83033;21270;15;1555;3754
83034;25690;9;4872;9860
83035;23250;12;2278;4962
83036;22070;14;3831;7462
83037;22040;;622;1486
83038;20590;;209;453
83039;20860;;67;133
83041;18950;;323;618
83042;19920;17;5268;11416
83043;20500;;817;1611
83044;18870;;97;214
83045;18150;;398;803
83046;20990;21;1077;2024
83047;23840;9;7812;18565
83048;21930;16;1706;3324
83049;22170;13;5234;12409
83050;20620;18;17200;37630
83051;19610;;519;1031
83052;18270;;159;356
83053;24720;9;934;2266
83054;23930;8;3817;8719
83055;21760;15;2501;5590
83056;22580;10;1077;2575
83057;21520;13;1419;3428
83058;23210;13;2053;4445
83059;22410;10;1265;3112
83060;19720;;200;420
83061;20870;17;26166;53947
83062;22300;14;11154;24299
83063;18830;;858;1739
83064;24070;10;2385;5543
83065;23770;15;1356;2825
83066;21630;;699;1688
83067;20200;17;1859;4139
83068;22600;16;2108;4364
83069;21800;15;26511;52339
83070;20610;17;3229;5913
83071;22670;12;5237;10626
83072;21720;18;4059;8763
83073;19720;20;4277;9378
83074;20110;;94;195
83075;21160;;286;606
83076;21700;;377;858
83077;22830;12;897;2164
83078;20340;;143;284
83079;23070;;524;1289
83080;22010;;409;866
83081;24290;14;2662;6740
83082;18080;;285;679
83083;20040;;595;1329
83084;18830;;282;525
83085;22630;11;1334;3018
83086;19800;22;3919;8931
83087;24260;8;1871;4545
83088;23230;12;1100;2812
83089;22290;;246;598
83090;23530;12;6057;13980
83091;23960;9;2419;5681
83092;20410;15;1776;4306
83093;23840;;832;2063
83094;21710;17;1406;3107
83095;21320;;342;758
83096;22830;;610;1481
83097;26260;8;2111;5548
83098;24380;9;5392;11366
83099;21800;13;3572;8266
83100;21470;11;1855;4594
83101;23500;;937;1903
83102;20710;17;1137;2391
83103;26140;7;1622;4042
83104;21560;13;1840;4231
83106;23270;8;1933;5208
83107;23380;11;7286;16250
83108;22090;13;1095;2619
83109;21800;;111;199
83110;22430;;644;1469
83111;22200;;846;1957
83112;25210;9;5986;12226
83113;21490;14;980;2206
83114;22140;;108;235
83115;21720;15;7191;13967
83116;23020;12;7251;17728
83117;23150;;708;1692
83118;23850;13;19722;38385
83119;24120;14;2055;3771
83120;24370;8;2506;5787
83121;19860;20;1981;4103
83122;21100;;120;230
83123;24400;11;9444;18054
83124;20720;19;1136;2483
83125;23190;9;976;2501
83126;20270;19;29906;63854
83127;22380;12;1209;2950
83128;20760;;308;680
83129;23500;11;18357;37087
83130;22040;13;5017;11617
83131;24610;8;2377;5923
83132;24900;;1003;2422
83133;23420;;662;1647
83134;23180;;733;1602
83135;20030;;626;1336
83136;21880;15;1067;2429
83137;19950;21;78809;160252
83138;21610;15;1236;2885
83139;20720;;279;560
83140;20960;17;2157;5049
83141;23210;10;2763;6447
83142;16100;;95;187
83143;22090;14;1916;4349
83144;22550;11;11011;23410
83145;18660;;535;1098
83146;20820;;741;1639
83148;20080;19;5073;11814
83149;20730;;640;1421
83150;22980;10;1779;4123
83151;20260;;388;906
83152;26400;;336;644
83153;22550;12;2643;4791
83154;20920;;312;662
84001;23260;9;1177;2857
84002;23370;;435;964
84003;17730;27;5080;10826
84004;21050;16;2334;5749
84005;20080;;82;182
84007;16910;31;42196;90668
84008;21610;;258;564
84009;22020;;637;1489
84010;24600;;349;828
84011;21280;;143;334
84012;20910;17;1082;2359
84013;21270;;111;254
84014;22150;;479;1045
84015;18990;;133;260
84016;21500;12;2258;5297
84017;21350;16;1456;3042
84018;20580;;213;492
84019;19010;24;5999;14301
84020;21300;;648;1362
84022;20990;;129;266
84024;21930;;406;952
84025;24140;;717;1543
84026;21130;14;1701;3733
84027;22070;10;1113;2645
84028;22630;;446;1087
84029;22000;9;1834;4582
84030;20670;15;1505;3455
84031;17600;28;12798;29551
84032;22490;;215;459
84033;17570;;57;107
84034;23110;12;2162;5197
84035;17610;27;11739;26430
84036;25470;;1440;3366
84037;22780;14;914;2046
84038;23500;9;1771;4366
84039;20780;14;2549;6099
84040;20360;;186;432
84041;23670;;212;480
84042;21150;;762;1556
84043;21400;12;3632;8328
84044;19320;;477;1096
84045;20730;;192;423
84046;20360;;206;464
84047;21130;12;1355;3103
84049;25300;;205;466
84050;23860;;857;1769
84051;22070;;519;1017
84052;22500;;531;1244
84053;20860;;773;1720
84054;21350;16;9306;19981
84055;25690;;629;1565
84056;20480;14;2116;5249
84057;21220;;163;342
84058;22010;;196;407
84059;21900;;47;114
84061;24390;;135;333
84062;23370;;678;1518
84063;21740;;155;345
84064;19840;16;1526;3608
84065;22560;13;1578;3567
84066;21910;;114;279
84067;22890;9;1016;2508
84068;23310;;536;1091
84069;20220;17;1215;2629
84070;21150;;732;1811
84071;23100;;824;1955
84072;21840;14;2553;6137
84073;21680;;439;901
84074;22400;14;915;2047
84075;20450;;191;405
84076;23850;;462;1187
84077;23110;;182;453
84078;20670;14;1575;3751
84079;21070;;99;219
84080;19850;18;5402;13193
84081;22270;11;3780;8869
84082;19620;;792;1813
84083;21770;12;1059;2613
84084;23230;;555;1311
84085;20710;;176;391
84086;22190;;598;1292
84087;19220;23;13016;28896
84088;22750;13;4496;10354
84089;21740;15;8813;19414
84090;22560;;252;572
84091;21550;11;2194;5334
84092;18760;24;7135;16624
84093;26540;;308;773
84094;21830;;249;555
84095;22320;;307;751
84096;22140;;343;787
84097;22470;;276;639
84098;19860;;267;631
84099;22280;12;1952;4690
84101;25520;;182;425
84102;22640;;588;1244
84103;20730;;300;640
84104;21930;;577;1359
84105;23250;;426;891
84106;20830;16;1089;2461
84107;17450;;230;481
84108;23570;;875;1942
84109;28840;;62;158
84111;22090;;149;339
84112;20200;;297;631
84113;23310;;350;800
84114;20090;;91;194
84115;22240;;218;538
84116;21700;;382;816
84117;21320;;143;327
84118;22990;13;1353;2963
84119;23990;9;2093;4976
84120;19880;;60;107
84121;21180;;93;226
84122;20870;15;2392;5811
84123;19160;;608;1276
84124;24670;;374;886
84126;21560;;334;758
84127;22940;10;1218;2962
84129;19270;21;8034;19318
84131;24210;;826;1912
84132;22120;12;3625;8725
84133;23120;13;1816;4282
84134;20800;;270;699
84135;25920;;680;1734
84136;22420;;512;1186
84137;19970;20;3040;6167
84138;17960;26;4150;9270
84139;19330;;267;504
84140;21900;;252;521
84141;21940;12;4921;12004
84142;23220;11;1242;2899
84143;22430;;478;939
84144;20330;;280;577
84145;21830;;352;748
84146;22690;;204;464
84147;23760;10;1258;3100
84148;18920;;564;1222
84149;21190;;696;1645
84150;21240;;819;1852
84151;24650;;81;178
85001;21260;10;1146;2076
85002;21390;;963;2143
85003;21750;7;4062;10082
85004;21880;9;1567;3097
85005;21050;;426;972
85006;20090;;789;1881
85008;22440;7;2753;7123
85009;20770;;469;1153
85010;21250;;662;1403
85011;22120;;922;1824
85012;20980;9;1202;2345
85013;21920;;562;1481
85014;19810;;490;1180
85015;21900;;575;1560
85016;21710;9;942;2299
85017;21040;;882;2374
85018;20810;10;1957;3909
85019;22530;6;2443;6214
85020;22310;7;1668;3967
85021;21820;;694;1864
85022;21020;;587;1343
85023;19930;;174;440
85024;20450;;893;2116
85025;21380;;922;2284
85026;21330;;590;1436
85028;21690;;234;586
85029;20740;10;1026;2105
85031;20380;;1293;3194
85033;19660;;307;717
85034;21510;8;1401;3293
85035;23670;8;2709;5381
85036;20040;;242;559
85037;19750;;274;643
85038;22160;;1076;2706
85039;21210;6;1589;3925
85040;20090;;476;1024
85041;19980;;124;305
85042;20280;;789;1829
85045;21040;;501;1096
85046;22060;8;1522;3870
85047;21620;10;10150;21567
85049;19710;;780;1818
85050;19760;;849;1906
85051;20380;11;3687;8425
85053;20400;;102;241
85054;20100;;405;990
85055;20870;;408;1050
85056;20670;;170;372
85058;21970;;311;791
85059;19590;14;1135;2304
85061;21180;;579;1502
85062;21060;;425;1098
85064;21630;;983;2439
85065;21180;8;1416;3468
85066;20240;;335;846
85067;21320;;405;1022
85070;20640;10;1516;3367
85071;20960;9;1575;3689
85072;20960;;402;1034
85073;20460;;389;1028
85074;20230;;88;240
85076;23270;;1420;3457
85077;18770;;213;482
85078;19960;;379;761
85080;19890;;702;1696
85081;23000;5;1740;4518
85082;21270;;1188;2999
85083;20610;;890;1700
85084;21680;7;3566;9103
85086;20460;;695;1680
85087;17470;;104;212
85088;23360;5;2282;5152
85089;22150;8;2157;5392
85090;20660;9;2536;6396
85092;20230;16;6284;12544
85093;21360;;477;1229
85094;20060;;528;1198
85095;20370;;759;1924
85096;21170;8;2171;5288
85097;21590;6;1253;3114
85098;22670;;813;2024
85099;21330;;428;1083
85100;23360;;979;2206
85101;22350;;190;476
85102;19520;;271;676
85103;20720;;899;2145
85104;20810;;448;903
85105;19390;;246;526
85106;21840;;784;1553
85108;22340;;1259;3263
85109;21720;9;6913;16209
85110;19420;;407;856
85111;19860;;695;1519
85112;21840;8;1261;2982
85113;22090;9;2238;4775
85114;24290;7;1730;3067
85115;20280;;270;653
85116;20690;;202;459
85117;20520;;274;606
85118;22130;;929;2406
85119;21860;;1000;2442
85120;21040;;638;1479
85121;19780;;460;1059
85123;20280;;130;291
85125;19400;;147;367
85126;21900;;527;1338
85127;22720;9;1390;2637
85128;20670;14;4706;9209
85129;21190;8;1422;3482
85130;20910;;651;1597
85131;21080;;660;1543
85132;19820;;327;726
85133;20520;;413;889
85134;22580;;109;242
85135;20740;11;1215;2803
85136;18740;;53;122
85137;20920;;233;561
85138;20490;;461;1181
85139;20300;;208;440
85140;21340;;663;1531
85141;18690;;267;663
85142;21290;;389;1009
85143;19880;;492;1073
85144;21520;;604;1542
85145;20290;;383;986
85146;22670;6;8273;20344
85147;21180;;705;1681
85148;20240;;351;892
85149;19140;;172;415
85151;21920;6;2468;5990
85152;21420;9;2120;5298
85153;20890;9;1242;3011
85154;20140;;731;1720
85155;24320;;2009;5089
85156;20830;11;977;2201
85157;19930;;332;800
85158;19870;;523;1192
85159;20450;11;977;2293
85160;22120;;1203;2971
85161;21350;;1030;2462
85162;20850;10;820;2021
85163;22290;11;2370;4574
85164;21270;11;1197;2352
85167;23000;;372;840
85169;19910;;452;1120
85171;21030;;255;632
85172;20870;10;924;2085
85174;20300;;278;696
85175;20830;;271;679
85176;22540;;479;1093
85177;19080;;596;1358
85178;22490;6;3310;8585
85179;20780;;465;1165
85181;20550;;263;640
85182;21010;9;2411;5436
85184;19670;;151;329
85185;20980;;272;610
85186;20980;;407;989
85187;20490;;370;878
85188;21300;;439;1074
85189;21370;;894;2093
85190;21180;7;1318;3304
85191;21320;14;25038;50649
85192;21200;;391;986
85193;20660;;255;647
85194;23350;9;24872;47429
85196;21420;;725;1872
85197;21580;;1397;3711
85198;21680;;539;1384
85199;19680;;211;555
85200;20810;;459;1137
85201;21680;;249;522
85202;20390;;640;1624
85204;20730;10;1129;2680
85205;19540;;219;528
85206;18530;;194;400
85207;20350;;207;433
85208;22030;;942;2296
85209;19670;;229;617
85210;20130;11;824;2068
85211;21210;;977;2502
85213;21860;8;1726;4279
85214;22540;;984;2502
85215;20830;7;1537;3654
85216;21510;;811;1955
85218;21410;;702;1743
85220;20840;;649;1558
85221;20730;11;1218;2752
85222;23180;8;4918;8815
85223;20170;12;1179;2839
85226;22830;9;6529;12820
85227;19770;;796;1875
85229;19250;;260;588
85231;21530;;387;809
85232;19870;;412;1043
85233;20800;;251;629
85234;21750;11;4976;9849
85235;19810;;199;448
85236;20640;;824;1926
85237;18590;;162;362
85238;22180;;1380;3365
85239;21110;;467;1144
85240;22440;;607;1657
85242;20960;;420;1033
85243;21800;9;1443;2995
85244;20900;;341;832
85245;18630;;77;153
85246;21550;;1001;2469
85247;21280;;408;1115
85248;20700;;185;421
85250;22130;;963;2377
85251;19860;;285;638
85252;20000;;238;589
85254;21070;;765;1809
85255;20800;10;1200;2426
85256;20430;;527;1291
85259;22480;;544;1371
85260;19770;;339;842
85261;20050;;111;277
85262;21140;7;1332;3397
85264;19120;;531;1194
85265;19510;;392;941
85266;21020;;614;1572
85267;21070;;399;932
85268;20420;;640;1498
85269;20580;;177;394
85271;19680;;175;425
85273;20990;;754;1928
85274;20310;;224;543
85276;20470;;321;750
85277;21060;;630;1552
85278;23700;;846;1585
85280;21100;8;1399;3269
85281;20970;;428;1026
85282;21250;;380;926
85284;21970;9;2033;4541
85285;20910;;283;732
85286;19280;;228;537
85287;21070;;188;469
85288;23090;8;3926;8646
85289;19630;;542;1316
85290;21960;;232;546
85291;20370;;520;1267
85292;20230;;293;715
85293;21500;;635;1612
85294;23460;11;1826;3425
85295;21580;;1263;3254
85296;21050;;492;1242
85297;20810;;460;1015
85298;20750;;756;1808
85300;22700;6;1864;4811
85301;21550;;687;1810
85302;21680;5;2252;5563
85303;19840;;770;1777
85304;19130;;314;733
85305;20570;;352;756
85306;21200;;290;719
85307;22790;;429;764
86001;18320;;317;605
86002;21190;;221;576
86003;21330;;141;336
86004;21060;;196;360
86005;19880;;278;620
86006;19510;;269;578
86007;23350;;497;1186
86008;20960;;162;346
86009;20380;;492;1060
86010;22260;;461;1142
86011;16380;;87;179
86012;20080;;61;130
86013;18810;;52;98
86014;22850;;720;1787
86015;19180;;633;1203
86016;23470;;872;2230
86017;20540;;466;1114
86018;20350;;138;312
86019;21980;;1245;2992
86020;21430;;102;230
86022;21380;;116;245
86023;18170;;127;270
86024;24310;;582;1491
86025;19120;;190;397
86026;20110;;208;487
86027;23590;;746;1751
86028;24260;;462;1090
86029;19220;;353;825
86031;23230;;761;1757
86032;22630;11;892;2106
86034;19750;;265;574
86035;18010;;85;180
86036;19310;;350;881
86037;17340;;210;396
86038;20400;;98;228
86039;18850;;319;739
86040;19010;;155;299
86041;22580;14;4793;9856
86042;20250;;425;910
86044;20510;;251;539
86045;21690;;538;1346
86046;22690;;806;1687
86047;21390;;203;504
86048;22060;;439;1229
86049;21610;;219;492
86050;20410;;327;794
86051;20500;;92;230
86052;19290;;395;960
86053;21530;;754;1941
86054;19990;;164;353
86055;18010;;154;322
86058;23000;;288;753
86059;18640;;213;508
86061;19350;;551;1062
86062;21780;11;1890;3973
86063;16390;;123;224
86064;19190;;248;544
86065;22200;;411;1049
86066;19430;22;15063;30274
86068;18920;;559;1120
86069;20110;;89;172
86070;21100;13;3252;6677
86072;20030;;191;452
86073;19380;;216;501
86074;21170;;382;916
86075;20210;;317;766
86076;24440;;1119;2885
86077;20650;;464;1074
86078;19160;17;1217;2209
86079;20170;;240;544
86080;20920;;200;482
86081;23120;;561;1373
86082;20240;14;1941;4360
86083;21420;;475;1133
86084;17560;;119;221
86085;19840;;120;255
86086;20650;;410;923
86087;17980;;83;189
86088;24820;;397;917
86089;19950;;157;376
86090;19000;;85;181
86091;19250;;181;397
86092;20520;10;1362;2960
86093;18940;;75;162
86094;22410;;215;558
86095;22280;8;1289;3136
86096;20260;;277;673
86097;18840;;137;320
86098;20850;;63;150
86099;20950;;457;1078
86100;24240;6;1583;3902
86102;23630;;228;588
86103;20170;;818;1610
86104;18750;;230;487
86105;21520;;152;364
86107;20000;;223;442
86108;19500;;179;385
86109;18350;;116;231
86110;19780;;99;218
86111;21420;;751;1754
86112;18980;;577;1046
86113;23010;;1216;2832
86114;23160;;477;1260
86115;22200;10;3117;7130
86116;22110;;342;794
86117;19680;;223;521
86118;20280;;162;341
86119;19740;;148;307
86120;18870;;577;1179
86121;20630;;604;1379
86123;20330;12;1255;3034
86124;23520;;493;1224
86125;21940;;240;552
86126;18700;;272;675
86127;21370;;188;478
86128;19270;16;1105;2350
86129;21200;;231;493
86130;20820;;167;348
86131;21490;;363;829
86132;18830;;139;273
86133;24410;;1385;3292
86134;18570;;96;211
86135;23230;;241;611
86136;20040;;187;387
86137;19270;17;3181;6257
86138;17840;;110;198
86139;20830;10;1134;2391
86140;20010;14;1066;2205
86141;21360;;280;683
86142;19920;;229;620
86143;20740;;79;155
86144;21860;;139;329
86145;22150;;415;1059
86147;20280;;249;588
86148;21430;;282;675
86149;19450;;177;364
86150;19910;;117;278
86151;17730;;81;198
86152;19820;;282;558
86153;20480;;361;820
86154;20600;;116;238
86156;20260;;91;243
86157;26450;6;1962;4648
86158;23630;8;2553;6051
86159;19530;;239;474
86160;19060;20;945;2052
86161;19180;;422;896
86162;21970;;52;106
86163;25700;6;1473;3735
86164;21260;;282;686
86165;20650;13;2790;5304
86167;18350;;300;627
86169;19050;;152;362
86170;18900;;165;350
86171;18730;;220;427
86173;19820;;272;606
86174;21990;10;2581;5835
86175;19170;;141;299
86176;21000;;52;98
86177;22090;9;2380;5223
86178;23230;;1011;2526
86180;25860;;1155;2867
86181;20250;;97;209
86182;20430;;167;395
86183;20520;;709;1640
86184;20470;;374;937
86186;22310;;400;948
86187;19070;;189;460
86189;17850;;158;322
86190;19060;;347;726
86191;21080;;115;251
86192;18380;;67;154
86193;19960;;510;1093
86194;19300;25;36958;70346
86195;20200;;252;561
86196;20000;;96;228
86197;19750;;187;396
86198;22810;;259;706
86200;18690;;249;508
86201;19130;;101;220
86202;19090;;223;507
86203;19040;;243;470
86204;24490;;827;2115
86205;19520;;83;182
86206;17090;;57;139
86207;20980;;753;1480
86209;22830;;872;2083
86210;19650;;320;753
86211;17870;;376;788
86213;20430;12;1060;2401
86214;24900;10;3278;6962
86217;19540;;132;302
86218;17470;;82;184
86220;21060;;134;304
86221;21040;;495;1172
86222;23460;7;1746;4189
86223;19720;;464;917
86224;20750;;574;1306
86225;18410;;573;1229
86226;23320;;1194;2816
86227;19770;;55;134
86228;20270;;74;191
86229;19000;;172;366
86230;19690;;78;169
86231;20130;;226;499
86233;21920;9;1203;2709
86234;18420;;190;361
86235;21270;;521;1265
86236;19460;;368;776
86237;21030;;337;738
86239;19590;;75;169
86241;20950;;191;419
86242;17760;;187;382
86244;20190;;571;1265
